id,premise,hypothesis,label
48cc10c133,The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value.,The Government does not provide compensation for forfeited property.,0
03cb1e0b96,oh really yeah so he he's uh he's probably going to be going to jail and and the problem with him is he's on a guaranteed salary like for three years so whether he plays or not they've got to pay him ten million dollars so if they,"His income is on guaranteed terms, meaning that even if he is jailed and can't play, he still gets his salary as per normal.",0
9de8a2749c,"explanations, and to corroborate findings.",To disapprove findings and explanations.,2
0f72e9839a,Coast Guard rules establishing bridgeopening schedules).,The Navy creates bridgeopening schedules.,2
ae7d41587a,"Mr. Inglethorp, said the Coroner, ""you have heard your wife's dying words repeated here. ","Mr. Inglethorp, you have heard your wife's last words here.",0
450251ac0e,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",The productivity of the operations is directly related to the workforce that's based outdoors.,1
61b493da74,Decline and Decadence,Rising and trashy.,2
5148cb7f24,"However, co-requesters cannot approve additional co-requesters or restrict the timing of the release of the product after it is issued.",Co-requesters cannot approve more co-requesters.,0
1a570a241e,Then I considered.,"Then, I thought if I should accepted to go with him.",1
36711f7c58,The case law is a whole body unto itself.,The case law is a whole entity unto itself.,0
b2502a6237,"For example, service coordination is a popular remedy for limited funds.",Several other techniques are use to overcome limited funds.,1
aa516ccb22,The White House denies this.,"The White House, off the record, knows it to be true.",1
3114b8631e,Jon's feeling of age and weariness must have shown.,Jon was feeling young and spry.,2
468274d249,i don't know what kind of a summer we're expecting this year i imagine it's going to be hot again,I guess this summer will be another warm one; we'll see.,0
2f588451bc,oh you know i like what i'm doing right now,I find my current job enjoyable.,0
2694bdd5c9,Closed on the Sabbath.,"Sabbath is closed, but until next year.",2
66a5da3699,"The spot does leave the viewer wondering about the rest of the story, and what tale the condom could tell.",The spot leaves the viewer pondering the stories resolution and how the condom fits in.,0
6ab21ec4a4,"It is not possible to walk up through the water as at Dunn's River, but steps have been erected at the side of the water to take you to a platform at the foot of the first cascade.",You can go to the platform at the foot of the first cascade by walking on steps alongside the water.,0
4d82105a36,Introduction,The line considered introduces the work it is referencing.,0
ef30ab26c0,Trying Your Luck,Give it a try.,0
4f741b0a78,You know.,"You know, because you were told.",1
53b62cf1ce," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The others went to protect Dave.,1
4cdc974e8e,which they probably Mexican people don't even know what a taco salad is but i think it's now it's moving up too because uh just a change you know just something different,"Taco salad isn't a traditional Mexican dish, but it's becoming one because of cultural movement.",0
0dd28fd9c8,"During his disastrous campaign in Russia, he found time in Moscow to draw up a new statute for the Com??die-Francaise (the national theater), which had been dissolved during the Revolution.",Napoleon led the invasion.,1
af5fdf8823,'It's that kind of world.',That's the world we live in.,0
7e338b14e2,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.","There aren't a lot of firm that can boast 40,000 different workplace locations.",0
81be045c64,Her voice was doubtful.,She was doubtful because the plan did not seem very good.,1
a6d79cfdb7,well i think that's about all my pet stories right now so,I have more to share about my animals.,2
02088a9b8c,well the first thing for me is i wonder i see a couple of different ways of talking about what privacy is um if privacy is something that disturbs your private state i mean an invasion of privacy is something that disturbs your private state that's one thing and if privacy is something that comes into your private state and extracts information from it in other words finds something out about you that's another and the first kind of invasion of the first type of privacy seems invaded to me in very much everyday in this country but in the second type at least overtly uh where someone comes in and uh finds out information about you that should be private uh does not seem uh um obviously everyday,"Privacy is very simple, I can explain it to you in a few words, without long and hard to understand sentences.",2
9a9b961b9d,"I have to tell you, I tried to understand it.",I am upset that I can not understand it.,1
8e372e28ce,"One of them, darker skinned, had hair braided into two lines.",One of them had their hair braided.,0
84822184ec," ""Give it to me."" He handed it to her.",She told him to give it to her.,0
94af0d4094,"Under Ferdinand and Isabella, Spain underwent a dramatic transformation.",Ferdinand and Isabella caused stunning changes to take place in Spain.,0
2259278ee5,Expectations that the ANC would oversee land reform--returning land seized during apartheid's forced migrations--and wealth redistribution have not been met.,The ANC would not be in charge of land reform.,2
e65a00c923,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",0
cd4a52daa2,uh-huh oh yeah all the people for right uh life or something,"oh yeah not those people, they have a bad life",2
79d3750cc0,"For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.","The Loire is a new river, having only been discovered last year.",2
2e5c772e8f,"You see, he said sadly, ""you have no instincts.""",I determined to prove him wrong.,1
e6cac9576a,"For example, the moderate scenario assumes a 50% or $1.",50% is secured ,1
bcdbe0d2a0,The last thing we want is any more attention or any more bounty hunters.,They thought than more attention would make it harder to hide. ,1
7e1ce26f23,… I succeeded in my false career.,I failed in my false career.,2
a326480790,During the Crimean War (1854 56) she set up a hospital in the huge Selimiye Barracks (Selimiye Kelase).,The Crimean War ended in the 1840s.,2
1fa1d9b3fe,Jon's feeling of age and weariness must have shown.,Jon was weary and feeling his age.,0
9bf08ef171,did you well it's not just that are there enough jobs for people here now,it's not just that the new factories have brought a lot of jobs to town,1
6c08154172,so i how do you feel that it should be applied,I do not care about your feeling just apply it whichever way to finish it already.,2
cd3c3b45df,"As legal scholar Randall Kennedy wrote in his book Race, Crime, and the Law , Even if race is only one of several factors behind a decision, tolerating it at all means tolerating it as potentially the decisive factor.",Race should always be considered in judicial decisions.,1
9e1bff8a89,uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i'd give a dollar a roll which two cents a piece which is basically overpriced,I made a good dollar while selling them.,1
bd87a847f5,"Mr. Erlenborn attended undergraduate courses at the University of Notre Dame, Indiana University, the University of Illinois, and Loyala University of Chicago.",Mr. Erlenborn's favorite university is located in Chicago.,1
410a8fa708,This is Susan.,Susan is a a fifth grade teacher. ,1
5a90f28942,"From here, many HIV researchers are putting their hopes on combining drug treatments with strategies that boost the immune system.",HIV researches believe HIV will be cured very soon. ,1
de2aafeb3f,"In 1998, Cesar Chavez fasted for 36 days in California to underscore the dangers of pesticides to farm workers and their children.",Cesar Chavez's fast brought media attention to the problem.,1
77089e7f74,"A member of the only student-run chapter of the American Civil Liberties Union in New York state, Zelon worked to resolve disputes between students and police officers to help protect the public's right to peaceful protest.",Zelon is the only student-run chapter of the American Civil Liberties Union in New York state.,0
86d3a242c8,well UNLV they say UNLV may be the greatest amateur team ever,UNLV is terrible.,2
d9533d725b,It was still night.,"It was edging on dark and light, but it was most certainly still not morning.",1
995c741f1b,Participate in the postaward audit for assessing thedegree of success of the acquisition.,An audit after the award has been presented.,0
b0ef09f434,"In 1923, Turkey broke away from the tired Ottoman rulers, and Kemal Ataturk rose to power on a wave of popular support.",Kemal Ataturk was never affiliated with the Ottoman Empire.,2
542e5452e5,"What am I to do with them afterwards?""",The narrator knows what to do with them.,2
01cd432026,Savonarola burned in Florence,Savonarola was branded a heretic and burned at the stake.,1
a2dca23b29,"Hardly catering to locals, Universal Citys Cityalk attempts to snag tourist dollars with its extensive collection of retail wonders, including magic shops, toy stores, sports shops, and a host of science fiction memorabilia.","Some locals do, however, frequent the sports shops.",1
ebe9d7169c,The disputes among nobles were not the first concern of ordinary French citizens.,Ordinary French citizens were not concerned with the disputes among nobles.,0
e59210c354,"If you have the energy to climb the 387 steps to the top of the south tower, you will be rewarded with a stunning view over the city.",There is a great view at the top of the steps.,0
3b3e3da7b6,"The pope, suggesting that Gen.",Gen is not being suggested in any way.,2
af77bed638,The experts point out that it is not age alone that determines a Chinese antique's value the dynasties of the past had their creative ups and downs.,The Qin Dynasty has the most expensive antiques for their unique style.,1
35bb360be5,Do you want to see historic sights and tour museums and art galleries?,"Since you love learning new things, would you like to visit some historic places, museums, and art galleries?",1
c727411142,"In the midst of a final desultory polishing of her silver, Tuppence was disturbed by the ringing of the front door bell, and went to answer it.",Tuppence was able to polish her silver without any disruptions.,2
664bdee562,"It was a splendid life ”I loved it."" There was a smile on her face, and her head was thrown back. ",There were many people listening to her.,1
90c3447c0e,The draft treaty was Tommy's bait.,Tommy took the bait of the treaty.,1
5f15007ff1,"Long Bay is seven miles of sublime fine sand, gentle azure water, and cooling palm trees.",Long Bay is a five mile stretch of sublime fine sand.,2
c6af082335,actually i think abortion's going to take a turn where there's not going to be as many because i think contraceptives are going to be more popular i mean i realize that they are popular now but i think,I believe that the rising popularity of contraceptives will push the abortion rate down.,0
21b890719a,Gore has been Clinton's lackey for more than six years.,Gore has worked on healthcare with Clinton for six years.,1
84e666ea82,we were lucky in that in one respect in that after she had her stroke she wasn't really you know really much aware of what was going on,She wasn't aware what was going on after her stroke.,0
a48b2f02ab,This northern beach of magnificent tan sand is most agreeably reached by boat.,The beach has beautiful sand.,0
661fd845a1,"Then you're ready for the fray, either in the bustling great bazaars such as Delhi's Chandni Chowk or Mumbai's Bhuleshwar, or the more sedate ambience of grander shops and showrooms.",The grander showrooms tend to have extremely lively atmospheres. ,2
e4f9bba0a9,"Lalley also is enthused about other bar efforts on behalf of the poor, most notably the Legal Assistance Center will operate out of the new courthouse.",Lalley is enthusiastic about the bar's initiative to help the poor.,0
0cc55c6e0c,"In other cases, we must rely on survey approaches to estimate WTP, usually through a variant of the contingent valuation approach, which generally involves directly questioning respondents for their WTP in hypothetical market situations.",It is not possible to determine WTP by asking respondents.,2
70bfdd6135,The last 12 years of his life are a blank.,He can't remember the last 12 years of his life,0
90a1147998,"His voice was even and calm, not a hint of rage.",He was not at all concerned about what was happening.,1
986c8bdf09,Thorn held a sword different from any Ca'daan had ever seen.,Ca'daan had never seen someone hold a sword upside down.,1
c56754fe26,"I don't know what I would have done without Legal Services, said James. ",James said Legal Services helped him a lot.,0
5a7ec7b770,Jon shifted and the sword tip slid past.,John dodged the tip of the sword.,0
73706bc3d7,"When Mr. Hastings and Mr. Lawrence came in yesterday evening, they found your mistress busy writing letters. ",Your mistress wrote letters last night.,0
b049c8c4e9,"In short, most of the whale is incompressible.",Some parts of a whale could be compressed.,1
15a62aef3d,"He asserted that the area was blessed with the highest concentration of exactly those natural features that, when combined, create the most pleasing and relaxing vistas possible landscapes composed of  lakes representing the source of life in water, trees offering the promise of shelter, smooth areas providing easy walking and a curved shoreline or path in the distance to stimulate curiosity.  ",He spoke ill of the area's natural features.,2
b942132deb,"Shoot only the ones that face us, Jon had told Adrin.",Jon instructed Adrin to only shoot the ones that face us.,0
c0fb5809ab,"At Kansas City Power and Light's Hawthorn Power Station, Unit 5 was replaced (excluding turbine) in under 22 months.",It took less than 22 months to replace Unit 5.,0
7aef342e91,"Personal Communication with P. Croteau, Babcock Borsig Power, August 2001.","In August 2001, there was personal communication between P. Croteau and Babcock Borsig Power. ",0
26c5c3dcaa,i'm not opposed to it but when its when the time is right it will probably just kind of happen you know,I think I will simply let it happen when the time is right.,0
6f0c3aac50,"To savour the full effect of the architect's skill, enter the courtyard through the gate which opens onto the Hippodrome.",The architect lacked any notable skill.,2
5ffa1ab099,Agreed-upon  Auditors perform testing to issue a report of findings based on specific procedures performed on subject matter.,Agreed-upon Auditors have never tried to issue a report of findings based on specific procedures.,2
e4c296b324,"In this respect, bringing Steve Jobs back to save Apple is like bringing Gen.",Steve Jobs never returned to Apple.,2
d7bf2e84ca,"Should we invite these young wealthies back to our comparatively humble, small home?",Our home is full of love and pets. ,1
10f9e1b662,"'Publicity.' Lincoln removed his great hat, making a small show of dusting it off.",Lincoln kept his hat on.,2
1e5d4c10d0,It is constrained by laws and regulations formulated by Congress over more than two centuries.,The regulations were created over the course of more than two hundred years.,0
bbd75419f5,and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching it or definitely recording it they have some programs that they won't miss,"Your friends don't watch TV, do they?",2
e08b06c406,The crucial part of that world is the home where parents relate to children.,Parents relating to children in the home is important to the world.,0
1ec0d359d6,to see this kind of thing and you know if you can do any any little bit it helps so,"To see this kind of treatment of animals, it is good to help resolve it.",1
f106b83a55,"From ethnic food shops and vintage clothing stores to electronics and book shops, there are so many interesting shopping spots that it is hard to imagine their breadth and depth.","There are a wide variety of shopping spots, including ethnic food grocery stores, vintage clothing stores, electronic stores, book stores, and many more.",0
b6357a5f36,"Occasionally, he'd wince and apologise for any incoherence.",He would never apologize for his incoherent speech.,2
06c88e442c,"Auditors from another country engaged to conduct audits in their country should meet the professional qualifications to practice under that country's laws and regulations or other acceptable standards, such as those issued by the International Organization of Supreme Audit Institutions.",Auditors may conduct business in foreign countries.,0
1450e58e50,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",2
3de8f82c67,and i use a one of those black soaker hoses that actually oozes water every where so i lace it up and down there a couple of times and i only have to water about two hours a week,"I only have to water about two hours a week, except on rainy weeks.",1
fef028bdff,Homes or businesses not located on one of these roads must place a mail receptacle along the route traveled.,A mailbox needs to be on a traveled route.,0
f83cc21bda,yeah its too open yeah and there's uh they have got some forty to fifty foot high cliffs around Possum Kingdom and you just get up and ski uh adjacent to those and uh and it doesn't make any difference how windy it is you don't notice it,Possum Kingdom attracts lots of skiers from all over the world.,1
decdd1b713,uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid,It was a very crappy job they did as they tried to make him grow up through the years.,2
6b7ed38577,yeah that that i i had a i had a program due and uh one one window i had the program and the other one i had the program running so if there was ever a mistake i could easily check you know i could look at the program and say this is where i made the error,I could only view one window at a time so it was very hard to catch any errors.,2
618dfb619e,"They greatly outnumber the 6,500-odd human inhabitants mostly white, many the descendants of Huguenots from Brittany and Normandy.",Normandy and Brittany were the epicentres of the Huguenot movement.,1
4e9c4b393b,"By placing ”one card ”on another ”with mathematical ”precision!"" I watched the card house rising under his hands, story by story. ",He took his time carefully placing the cards on top of each other.,0
7e672a2b7c,"After their savage battles, the warriors recuperated through meditation in the peace of a Zen monastery rock garden.","The warriors recuperated, after their savage battles, at a Zen monastery rock garden.",0
13bf12acb9,During the Crimean War (1854 56) she set up a hospital in the huge Selimiye Barracks (Selimiye Kelase).,The Crimean War took place between 1854 and 1856.,0
9c19eb1f20,"In the midst of a final desultory polishing of her silver, Tuppence was disturbed by the ringing of the front door bell, and went to answer it.",Tuppence's front door bell ran and disturbed her silver polishing.,0
9874acdca4,I think this report shows that we have had an inordinately productive and successful year.,The report was well done ,1
195ecf344c,"So, as he and Tipper walked out, my friend and I were right behind them, and I took the opportunity to say hello and reintroduce myself--as a journalist, I might add--and we chatted about the movie for a few minutes.","I wish I had seen Tipper, but I didn't get to.",2
c529e5e2fe,uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i'd give a dollar a roll which two cents a piece which is basically overpriced,I have no clue what a wheat penny is supposed to be.,2
f2fde54583,I am a lacto-vegetarian.,I eat meat all of the time.,2
35e6ed5bfc,uh-huh oh yeah all the people for right uh life or something,yeah lots of people for the right life ,0
b22bda1a6a,But the third try worked better.,The third try worked better because we had proper tools.,1
b2b209dea4,"NEH-supported exhibitions were distinguished by their elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed with the objects themselves for space and attention.",The exhibitions seem well-funded due to the elaborate detail of the gallery. ,0
fea0d3c7e8,oh  that's accommodating,That is disruptive.,2
7d87683ad1,"To places where surface transportation is not available, senders would be required to pay air rates, and possibly air rates keyed to the characteristics of the Alaskan air system.",The Alaskan air system is an effective method of shipping.,1
99a74f932a,"What the judge really wants are the facts -- he wants to make a good decision, he said.",In the end the judge made a bad decision since he imprisoned someone innocent.,1
b21ca86192,Now suppose there is a private delivery firm in Cleveland that is competing with the postal service.,Imagine a state-run delivery firm trying to phase out the postal service.,2
239f9d4243,"Last year, Arafat cracked down on Hamas after a string of bombings in Tel Aviv and Jerusalem, arresting more than 1,200 suspected terrorists, destroying Hamas safe houses, and confiscating its weapons caches.",Arafat stood back and watched Hamas attack Tel Aviv and Jerusalem.,2
aa173224bd,"Despite all the hoopla over a pro-choice advocate's confession that he had lied about the circumstances under which the procedure is generally used, only five lawmakers switched their votes from no to yes.",The pro-choice advocate's admission to lying about the circumstances of the procedure didn't seem to matter to most lawmakers.,0
91b5e43caf,Treat yourself and bill it to Si.,Send the bill of your treat to Si. ,0
fff12e05cf,"By then, the program had added Carroll and Grayson counties and the city of Galax and had five attorneys.",Carroll and Grayson counties had been added.,0
64bf40681f,"That is, businesses commonly contract out any function that can be done by another firm at a lower cost.",Businesses always perform business functions internally.,2
0beb8e2058,That story remains to be told.,The story has been told a million times.,2
9713b3c040,Cybernetics had always been Derry's passion.,"Derry's passion for cybernetics was once strong, but now has faded.",1
3c7254300d,"In the north, the snowcapped Alps and jagged pink pinnacles of the Dolomites; the gleaming Alpine-backed lakes of Como, Garda, and Maggiore; the fertile and industrial plain of the Po, stretching from Turin and Milan across to ancient Verona; the Palladian-villa studded hills of Vicenza; and the romantic canals of Venice.",The Alps are always hot.,2
fd82be8b41,"Unfortunately, following the vogue of conceptualism, Kentridge has entered a film in the show, , which uses animation of sketches much cruder than the ones he usually does interspersed with documentary footage from the apartheid era.",Kentridge created several documentaries in addition to that which covered the apartheid era.,1
bd0a9b7d75,"But the state does arguably have an interest, compatible with the First Amendment, in stipulating the way those media are used, and Fiss' discussion of those issues is the least aggravating in his book.",Fiss' argues that the state should have a greater interest in media use. ,1
830e07c84e,"We are assured of success?""","""Are we definitely going to be successful and stay alive?"" ",1
f487415052,Arafat is also ailing and has no clear successor.,Arafat is in bad health and does not have a person chosen to take his place.,0
9d5a273644,"Even today, Yanomamo men raid villages, kill men, and abduct women for procreative purposes.",Yanomamo is a good man.,2
2fb4094564,"In the other bracket, the Broncos beat the New York Jets.",The New York Jets beat the Broncos. ,2
b2e8cf0604,"The ITC has enlisted legal services attorneys from across the state to manage each of the 12 categories, and those volunteers will organize contributions and add them to a searchable database.",They volunteers were happy to help.,1
1c3578d5d1,well that's pretty typical though uh i don't uh i don't guess it's going to be any much different uh than than it has been in the past so i expect uh July and August we'll see our  or uh share of hundred degree days,It's pretty normal to have a few hundred degree days out here.,0
0e1b5c6c6c,they take the football serious,They think football is meaningless.,2
f5079b69e3,"While headquarters staffing is to be streamlined, the staffing levels at the ports are to be maintained or increased.",Staffing levels at the ports are maintained or increased as headquarters' staff is streamlined. ,0
169aab5060,Friendly staff.,The staff is friendly.,0
0ea1086e2b, 13-year-olds.,College students,2
b527590ff3,Seemingly endemic corruption was compounded by a remarkable dearth of political leadership and decisive action.,There is massive corruption.,0
1a60c21999,His plan was to drive straight up to the house.,Driving directly to the house was no longer an option with the roadblock.,2
3c1d80cc81,uh we've gotten a little Atari computer uh husband describes it as a a computer with training wheels,"Erm, we have acquired a small Atari computer. ",0
e90f67cc2d,The agency also receives a percentage of money from the Interest On Lawyers' Trust Accounts.,They do not receive any funding from the account.,2
add8ca63c5,they ought to take all them little misdemeanor people let them go let them go,they should let go the people in jail for misdemeanors,0
bbd99df21d,The final rule contains a Federalism Assessment under Executive Order,The final rule had a federalism assessment that was added through executive order.,0
9c843f0af6, Jon took Susan to the mother of the boy who had befriended her.,Jon took Susan somewhere.,0
51a4d8bb9a,"Despite huge projected increases in food production, per capita food consumption in South Asia, the Middle East, and the less-developed nations of Africa will scarcely improve or will actually decline below present inadequate levels.",Some Africans will starve and others will flourish.,1
662da2e3f6,the only thing that they had a great abundance of was uh you know human beings,The only thing they had that was plentiful was people.,0
afdf1d3060,Interesting Conflict Over Conflict of Interest,Conflicts of interest do not arise.,2
b2437f9e56,but you're without a paycheck during that time and i don't at least that's my understanding is even you know the first time you go for counseling and it's six weeks before you're back to work,You don't have a paycheck for six week if you go.,0
19ce4b07d1,John Panzar has characterized street delivery as a bottleneck function because a single firm can deliver to a recipient at a lower total cost than multiple firms delivering to the same customer.,John Panzar points out that it is cheaper for one firm to deliver goods than it is for multiple firms delivering to the same customer.,0
3806c85bc2,i cried when the horse got killed and when the wolf got killed,I went through the entire thing without crying.,2
3f368fce9f,"And in this city, where literature and theater have historically dominated the scene, visual arts are finally coming into their own with the new Museum of Modern Art and the many galleries that display the work of modern Irish artists.",Visual arts are finally coming into their own in this city with the new museum. ,0
fccab792dc,Jon's defense began to weaken and slow.,Jon felt stronger and more defensive than ever. ,2
87fd77e7f2,Per week?,Every day.,2
26dc867e50,His heels clicked together.,He clicked his heels together for some reason.,1
1dc978106f,but uh TV is something that we try to not um deliberately try not to get hung up on it like you say,We are very obsessed with watching TV programs.,2
fc50e4b412,8 million in relief in the form of emergency housing.,No money was spent on emergency housing relief.,2
b3b70201fd,i don't even know how they figure it really i'm glad i don't work in a store,I'm happy that I don't work in a store.,0
f01e7b91d1,i know that you know the further we go from Adam the worse the food is for you but God still somehow makes us all be able to still live i think it's a miracle we're all still alive after so many generations well the last couple of processed foods you know i mean but i don't know i like to i like to my i like to be able to eat really healthy you know what am saying and i guess i'm going to have to wait for the millennium i think though because i do don't think we're going to restore the earth to you know i think Jesus is the only one that can make this earth be restored to what it should be,"The further from Adam we go, the better the food become for you.",2
6284e0df65,"The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office.",The avenue goes towards the Divan Tower and the Grand Vezir's Office.  ,0
a3ab707db8,It vibrated under his hand.,"It sat in his hand still, devoid of movement or sound.",2
d4d0ab5f91,"Sue me, Royko wrote.","""Don't sue me!"" Royko wrote. ",2
e854490010,'Of course.',Of course not.,2
d4538c67a1,"Civil libertarians denounced it as an improper church-state partnership, a sectarian scheme to milk the taxpayer, and a feel-good diversion from the rest of the coalition's agenda.",Civil libertarians have celebrated the partnership's role in supporting the coalition's core agenda.,2
cfbd77b411,"The unintended side effect is radical, direct  In what other state do voters set the tax rates?",There is a radical side effect that was intended.,2
11352b6f3a,yeah okay yeah those games are fun to watch you you you watch those games,Those games are a lot of fun so I watch all of them.,1
9af99e28c0,"Since The Bell Curve was published, it has become clear that almost everything about it was inexcusably  suspect data, mistakes in statistical procedures that would have flunked a sophomore (Murray--Herrnstein is deceased--clearly does not understand what a correlation coefficient means), deliberate suppression of contrary evidence, you name it.",The Bell Curve is based on faulty data and unethical work.,0
b9eef15f6e,"Tax records show Waters earned around $65,000 in 2000.",Waters' tax records show clearly that he earned a lovely $65k in 2000.,0
916e81c64e,IQ boosting was achieved through a fetal replacement process where the embryos from two carefully selected mothers were to be switched from one to another.,IQ boosting can be done through fetal replacement in the first trimester.,1
76ed45bf0e,"Explanation building is the inverse  starting with the observations, the evaluator develops a picture of what is happening and why.",Explanation building is going to be the standard approach in the future.,1
a0aa06bc42,i never managed to plan my departure right,I'm going to plan my departure now.,1
19ee85a4da,yeah i went to i went to uh Rice and we had the marching owl band which is quite a it's not known for its musical abilities more so its um comedy abilities,The marching owl band was known for its comedy abilities.,0
136b7fdff5,Perhaps tax reform doesn't appeal to the new spiritualized side of Bradley.,Bradley don't have spiritual beliefs.,2
059b3ba1ac,and uh my daughter gets irate when i when i do that because you know she's a teenager,My daughter never gets mad when I do that.,2
8eb035eae1,"As Jon looked at him, Barnam puffed out his chest.",Jon never looked at Barnam.,2
d7f5409caa,Judge Bailey was chosen because he should be looked at as the representative of all future winners.,Nobody liked Judge Bailey.,2
79f061e4b2,He and his associates weren't operating at the level of metaphor.,The associates were not at level at the metaphor.,0
fcbe2bf33b,"Up here, gazing out at strikingly lush mountains, you may find yourself higher than the clouds, which adds to the extraordinarily eerie atmosphere of the place.","This spot is a local secret, most tourists have never discovered it.",1
65a0c84eda,Endorphins were flowing.,My endorphins were flowing.,0
efbce2dab8, The second half of the book dealt with the use of the true name.,Using true names was covered in the second part of the book.,0
48885e5cef,Abortive countrywide revolts,There is no revolt.,2
f09a1a5625,yeah i do remember that and uh i remember as a kid my parents watching the Ed Sullivan Show that was really the big deal in our household was the Ed Sullivan Show yeah i guess i guess it was a Saturday night and i went to see the movie The Doors a couple of days ago and they had this scene,I watched the Ed Sullivan Show when I was ten-years-old.,1
2d4ecc0349,He sat for a moment in silence.,"Seated, he enjoyed the silence. ",1
7277f93383,Err...I don't know.,I am not sure.,0
0e82fdb4e0,This call to play fortuneteller is not easily refused.,It's easily refused the call to play fortuneteller.,2
8a7f407c35,"Marina del Rey is another, where you can also charter a yacht.",One can charter a yacht in Marina del Rey.,0
2778d5116d,"Why, when I was your age, I already had....""  Dave wasn't listening any longer.",The conversation was one Dave had heard hundreds of times. ,1
f88fe17b23,4 billion for mercury.,There is four billion of something for mercury.,0
6b17388811,"One of them, darker skinned, had hair braided into two lines.",The darker skinned one was bald.,2
ba50f5b028,and uh i know what nothing is when i moved out there,That was a desolate place.,0
e8314a7b34,you don't think it's a deterrent,You are convinced it will be a deterrent,2
9e657a40a6,"I had an additional reason for that belief in the fact that all the cups found contained sugar, which Mademoiselle Cynthia never took in her coffee. ",Mademoiselle Cynthia often took milk or cream in her coffee.,1
ad6f6f8c2f,"More than half of 800,000 native islanders are children, and the mother is traditionally responsible for bringing them up, handling the money, and making key domestic decisions.",The father is responsable for most of the raising of children in native islander families.,2
26652b33d7,'Can I get a drink?',Can you make me an espresso?,1
490406fdf0,Workers are also represented in civil rights and retaliation claims.,There is no representation for workers.,2
e78d02a07b,He had never felt better.,The medicine he had taken had worked well.,1
63e6ff30b0,"They keep romance and marriage apart  "" Tommy flushed.",Tommy said they don't mix romance and marriage.,0
c3d4d9f3c1,"You can find Manchester, Sheffield, and Cambridge in Jamaica, to name but three.",There are many more places in Jamaica as well. ,1
4eebb426a2,"To places where surface transportation is not available, senders would be required to pay air rates, and possibly air rates keyed to the characteristics of the Alaskan air system.","if surface transportation is not available, senders will pay air rates.",0
ce7bc639f0,"On Samothrakia you can climb to the summit of Mount Fengari, where the God Poseidon watched the Trojan War reach its tragic climax.",The summit of Mount Fengari are off limits and you cannot climb to it.,2
f1d2f27b7e,Ca'daan's mouth hung open.,Ca'daan's mouth was cut wide open.,1
6af08f354f,"I didn't get it at the time."" The thought saddened him a little, for it seemed to prove that Mrs. Vandemeyer and the girl were on intimate terms.",It was proven that Mrs. Vandemeyer and the girl had an affair,1
30e2453de6,"A portion of the nation's income, in turn, is saved, allowing for additional investment in domestic factories, equipment, and other forms of capital that workers use to produce more goods and services or for investment abroad.",Domestic industry and workers depend greatly on the nation's income.,1
6a7ca43b7e,"From here it's all through the charming hillside village of Saint-Claude, with its upper-income homes, and on toward the summit or as far as the gendarmes are allowing traffic to proceed that day.",The upper-income homes are very decadent and majestic.,1
6a90b7cb96,"Poirot answered them categorically, almost mechanically. ",Poirot did not bother to answer them at all.,2
bb93558204,or yeah exactly and that's what i say you'll you'll be you'll be so much better off for it as you get older because you know a lot of kids resent things that parents tell them and and stuff but it's because you've been there,Children want more freedom than parents' ideas provide. ,1
fc478cede1,The relatively small crowds mean that fans sit close to the action.,Fans sit far from the action.,2
3478dec498,"It has served as a fortress for the Gallo-Romans, the Visigoths, Franks, and medieval French (you can see the layers of their masonry in the ramparts).",The fortress was built by the medieval French in 1173.,1
6a735c811e,if it had rained any more in the last two weeks instead of planting Saint Augustine grass in the front yard i think i would have plowed everything under and had a rice field,It's beed super dry.,2
8e74907f24,"It is not a surprise, either, that Al Pacino chews the scenery in Devil's Advocate . And the idea that if the devil showed up on Earth he'd be running a New York corporate-law firm is also, to say the least, pre-chewed.",The fact that the devil would work in law is extremely cliche.,0
2fc8781041,"(Never mind the strictest reading, which supposes that creation took a week.)",Which supposes that the creation took a month.,2
bfc208afb6,i never managed to plan my departure right,I have all of my travel plans set.,2
0a3cda709b,and oh okay and then went to Colorado,The poor local job market pushed me to move to the booming state of Colorado.,1
5951ef4be1,well that's right because uh one day it'll be eighty and the next day it'll be about thirty below i tell you what and uh,"The temperature is usually in the sixties all the time, it's constant.",2
